Tenure_MinMaxScaled,MonthlyCharges_MinMaxScaled,TotalCharges_MinMaxScaled,SeniorCitizen_MinMaxScaled
1.0,0.8491620111731844,0.032809906804544875,1.0
0.42857142857142855,0.7486033519553073,0.9419124218051832,1.0
0.7428571428571429,0.1564245810055866,0.17081577939486786,0.0
0.6857142857142857,0.2681564245810056,0.31354525724498916,1.0
0.11428571428571427,0.7653631284916201,0.8761649431890718,0.0
0.6571428571428571,0.1899441340782123,0.8512702668198646,0.0
0.8142857142857143,0.5642458100558659,0.4312523937188817,1.0
0.8285714285714286,0.2905027932960894,0.8801225584067407,0.0
0.49999999999999994,0.10055865921787709,0.4638069705093834,1.0
0.35714285714285715,0.9050279329608938,0.8828035235541938,0.0
0.3142857142857143,0.9329608938547486,0.6956466232605643,1.0
0.12857142857142856,0.9776536312849163,0.5266181539639985,0.0
0.7428571428571429,0.6033519553072626,0.7205412996297714,0.0
0.34285714285714286,0.8715083798882682,0.5536831354525724,1.0
0.9142857142857143,0.893854748603352,0.5084897229669347,0.0
0.028571428571428574,0.670391061452514,0.3040980467253926,1.0
0.7428571428571429,0.22905027932960897,0.44325290437890974,0.0
0.8714285714285714,0.23463687150837992,0.3647389250606409,0.0
0.014285714285714285,0.45810055865921795,0.1498787182433295,0.0
0.7428571428571429,0.005586592178770944,0.8513979318268862,0.0
0.9714285714285714,0.7430167597765364,0.1607302438401634,0.0
0.9571428571428572,0.7430167597765364,0.22609472743521,0.0
0.17142857142857143,0.5865921787709497,0.45155112983531215,1.0
0.014285714285714285,0.7374301675977654,0.23988254819354013,0.0
0.9857142857142858,0.31843575418994413,0.9490616621983914,0.0
0.4857142857142857,0.8379888268156425,0.09919571045576407,0.0
0.04285714285714286,0.12849162011173182,0.911911145155113,0.0
0.5714285714285715,0.4972067039106145,0.9929784246138132,1.0
0.09999999999999999,0.4189944134078213,0.4638069705093834,1.0
0.6571428571428571,0.6592178770949721,0.7975232988637814,0.0
0.4857142857142857,0.664804469273743,0.6449636154729989,0.0
0.41428571428571426,0.7932960893854749,0.47976509638708037,0.0
0.3714285714285714,0.6815642458100559,0.22328609728073534,1.0
0.7000000000000001,0.6759776536312849,0.5429592748627601,0.0
0.7142857142857143,0.6480446927374302,0.5829184220605131,1.0
0.8857142857142858,0.050279329608938536,0.9608068428443763,1.0
0.6,0.46368715083798884,0.3443125239371888,1.0
0.5571428571428572,0.4916201117318436,0.3180135324907443,1.0
0.5714285714285715,0.8770949720670391,0.4999361674964892,0.0
0.2857142857142857,0.5921787709497207,0.9671900931954551,0.0
0.028571428571428574,0.9385474860335196,0.28890591088982515,1.0
0.5857142857142857,0.5698324022346369,0.14489978296948805,0.0
0.24285714285714283,0.050279329608938536,0.933231201327716,0.0
0.7714285714285715,0.9664804469273743,0.534278054385293,1.0
0.2857142857142857,0.670391061452514,0.3845270011489851,1.0
0.2714285714285714,0.7262569832402235,0.2069449763819737,0.0
0.19999999999999998,0.111731843575419,0.044810417464572955,0.0
0.5857142857142857,0.8491620111731844,0.12881399208476957,1.0
0.12857142857142856,0.6871508379888268,0.4077620324269118,1.0
0.5428571428571429,0.3575418994413408,0.9456147070088088,1.0
0.9285714285714286,0.8379888268156425,0.11489850631941784,1.0
0.7000000000000001,0.6145251396648045,0.11847312651602196,1.0
0.6142857142857143,0.32402234636871513,0.7927996936039831,1.0
0.0857142857142857,0.10614525139664806,0.8288012255840673,1.0
0.028571428571428574,0.5307262569832403,0.6878590578322481,0.0
0.2857142857142857,0.30726256983240224,0.8766756032171581,1.0
0.028571428571428574,0.21787709497206703,0.887527128813992,1.0
0.24285714285714283,0.2011173184357542,0.9914464445295544,0.0
0.6714285714285715,0.7374301675977654,0.4957232222647772,1.0
0.44285714285714284,0.02234636871508379,0.3549087195199796,1.0
0.5714285714285715,0.3798882681564246,0.42154985318524196,1.0
0.7714285714285715,0.3743016759776537,0.4077620324269118,1.0
0.19999999999999998,0.45810055865921795,0.20260436614324012,1.0
0.42857142857142855,0.5083798882681565,0.30384271671134944,0.0
0.45714285714285713,0.782122905027933,0.27524575513851657,0.0
0.9857142857142858,0.8044692737430168,0.6588791012383505,0.0
0.1857142857142857,0.9329608938547486,0.26375590450657477,0.0
0.4857142857142857,0.43575418994413406,0.49329758713136734,0.0
0.7857142857142857,0.35195530726256985,0.05144899782969488,0.0
0.8714285714285714,0.30726256983240224,0.2926081960934508,0.0
0.41428571428571426,0.4860335195530726,0.8613558023745691,1.0
0.19999999999999998,0.7094972067039107,0.3227371377505426,0.0
0.5714285714285715,0.5251396648044693,0.2885229158687604,1.0
0.3714285714285714,0.16759776536312848,0.33090769819992344,1.0
0.04285714285714286,0.8770949720670391,0.10098302055406613,0.0
0.8714285714285714,0.9106145251396648,0.8999106344950848,1.0
0.42857142857142855,0.23463687150837992,0.7312651602195838,1.0
0.17142857142857143,0.6536312849162011,0.8896974339333589,0.0
0.2714285714285714,0.888268156424581,0.3233754627856505,1.0
0.09999999999999999,0.8603351955307263,0.48768032682241796,0.0
0.014285714285714285,0.5865921787709497,0.9828928890591088,1.0
0.028571428571428574,0.3296089385474861,0.09345078513979319,1.0
0.6714285714285715,0.4022346368715084,0.7339461253670369,0.0
0.19999999999999998,0.04469273743016759,0.8183326950082982,1.0
0.9,0.45251396648044695,0.7081577939486786,1.0
0.7285714285714286,0.7374301675977654,0.530958764202732,0.0
0.12857142857142856,0.6368715083798883,0.5511298353121409,0.0
0.41428571428571426,0.9385474860335196,0.5024894676369207,0.0
0.3714285714285714,0.26256983240223464,0.43508234392952894,1.0
0.014285714285714285,0.9162011173184358,0.6207072641388995,1.0
0.6428571428571429,0.5139664804469274,0.8499936167496489,0.0
0.14285714285714285,0.5307262569832403,0.19839142091152814,1.0
0.9,0.8212290502793297,0.4491254947019022,0.0
0.9142857142857143,0.15083798882681565,0.6869654027830971,1.0
0.2857142857142857,0.8547486033519553,0.9564662326056428,0.0
0.39999999999999997,0.12290502793296089,0.24243584833397167,1.0
0.07142857142857142,0.6312849162011174,0.9305502361802629,0.0
0.4714285714285714,0.02234636871508379,0.23554193795480657,1.0
0.2714285714285714,0.5251396648044693,0.13928252266053875,0.0
0.5857142857142857,0.6256983240223464,0.3804417209242947,0.0
0.05714285714285714,0.4748603351955307,0.7412230307672667,0.0
0.6285714285714286,0.664804469273743,0.9568492276267074,1.0
0.2857142857142857,0.7597765363128492,0.7924166985829184,0.0
0.5142857142857143,0.7709497206703911,0.40801736244095493,0.0
0.9571428571428572,0.111731843575419,0.7354781054512958,1.0
0.35714285714285715,0.7150837988826816,0.5670879611898378,0.0
0.35714285714285715,0.32402234636871513,0.698710583429082,1.0
0.0,0.3687150837988827,0.9010596195582791,0.0
0.6571428571428571,0.9050279329608938,0.3946125367036895,1.0
0.41428571428571426,0.7486033519553073,0.5026171326439423,0.0
0.7142857142857143,0.32402234636871513,0.10532363079279969,1.0
0.17142857142857143,0.3910614525139665,0.024001021320056177,0.0
0.9,0.9217877094972068,0.47963743138005877,1.0
0.8428571428571429,0.8435754189944135,0.007787565428316101,1.0
0.9714285714285714,0.1564245810055866,0.4161879228903358,1.0
0.5571428571428572,0.4748603351955307,0.08068428443763564,0.0
0.3142857142857143,0.5027932960893855,0.8379931060896207,1.0
0.5857142857142857,0.335195530726257,0.7242435848333971,1.0
0.17142857142857143,0.44134078212290506,0.354781054512958,0.0
0.32857142857142857,0.3575418994413408,0.8582918422060513,0.0
0.3,0.22905027932960897,0.6643686965402783,1.0
0.12857142857142856,0.5307262569832403,0.45423209498276523,0.0
0.8714285714285714,0.782122905027933,0.21090259159964253,1.0
0.05714285714285714,0.6983240223463687,0.11885612153708669,1.0
0.2714285714285714,0.3128491620111732,0.7962466487935657,1.0
0.9571428571428572,0.26256983240223464,0.20911528150134048,1.0
0.5857142857142857,0.16759776536312848,0.015319800842589045,0.0
0.028571428571428574,0.893854748603352,0.3923145665773012,0.0
0.9571428571428572,0.9664804469273743,0.39908081194944467,0.0
0.7285714285714286,0.10614525139664806,0.39244223158432273,1.0
0.04285714285714286,0.6424581005586593,0.5850887271798799,1.0
0.17142857142857143,0.2458100558659218,0.5282777990552789,1.0
0.7857142857142857,0.7318435754189945,0.07353504404442741,1.0
0.8571428571428572,0.050279329608938536,0.2720541299629772,0.0
0.6571428571428571,0.6145251396648045,0.27192646495595557,0.0
0.8285714285714286,0.4078212290502794,0.9170177454359759,0.0
0.6571428571428571,1.0,0.8612281373675476,1.0
0.6857142857142857,0.7988826815642458,0.4617643303970382,0.0
0.42857142857142855,0.44692737430167595,0.6143240137878208,0.0
0.7285714285714286,0.9217877094972068,0.915485765351717,0.0
0.6428571428571429,0.17318435754189948,0.039193157155623645,0.0
0.6,0.06145251396648045,0.9999999999999999,0.0
0.9142857142857143,0.7709497206703911,0.4535937699476574,0.0
1.0,0.6592178770949721,0.7751819226350057,0.0
0.3714285714285714,0.5642458100558659,0.5308310991957104,0.0
0.41428571428571426,0.6312849162011174,0.3663985701519214,1.0
0.5142857142857143,0.7374301675977654,0.33078003319290183,0.0
0.5142857142857143,0.07821229050279328,0.8716966679433167,1.0
0.028571428571428574,0.24022346368715086,0.17566704966168772,0.0
0.5857142857142857,0.6871508379888268,0.9129324652112856,0.0
0.7000000000000001,0.8379888268156425,0.38631431124728716,0.0
0.7000000000000001,0.8324022346368716,0.0,0.0
0.39999999999999997,0.9441340782122906,0.6224945742372016,1.0
0.19999999999999998,0.19553072625698326,0.6717732669475296,0.0
0.9714285714285714,0.111731843575419,0.41325162772883955,0.0
0.9714285714285714,0.4134078212290503,0.7156900293629516,0.0
0.8,0.0670391061452514,0.535171709434444,0.0
0.9857142857142858,0.8435754189944135,0.5926209625941529,0.0
0.6428571428571429,1.0,0.49329758713136734,0.0
0.9142857142857143,0.3463687150837989,0.9680837482446061,0.0
0.9142857142857143,0.5195530726256984,0.3570790246393464,0.0
0.7142857142857143,0.782122905027933,0.525852163921869,1.0
0.6142857142857143,0.21787709497206703,0.22137112217541172,0.0
0.0857142857142857,0.6815642458100559,0.37533512064343166,1.0
0.8285714285714286,0.050279329608938536,0.157538618664624,0.0
0.09999999999999999,0.45810055865921795,0.25558534405719396,1.0
0.12857142857142856,0.7374301675977654,0.6499425507468403,1.0
0.9428571428571428,0.9050279329608938,0.7703306523681859,0.0
0.6285714285714286,0.8770949720670391,0.37431380058725905,0.0
0.45714285714285713,0.9944134078212291,0.2638835695135963,0.0
0.8,0.547486033519553,0.6706242818843354,1.0
0.9428571428571428,0.09497206703910614,0.13889952763947402,1.0
0.42857142857142855,0.2793296089385475,0.1400485127026682,0.0
0.2571428571428571,0.12849162011173182,0.7607557768415677,0.0
0.5571428571428572,0.7597765363128492,0.876420273203115,0.0
0.32857142857142857,0.6815642458100559,0.8748882931188561,0.0
0.8,0.5754189944134078,0.7239882548193539,0.0
0.7428571428571429,0.9106145251396648,0.49329758713136734,1.0
0.32857142857142857,0.0670391061452514,0.18843355036384526,1.0
0.44285714285714284,0.7206703910614526,0.6789225073407379,1.0
0.45714285714285713,0.44134078212290506,0.3914209115281502,1.0
0.2714285714285714,0.7318435754189945,0.3219711477084131,1.0
0.15714285714285714,0.17877094972067042,0.9319545512575003,0.0
0.8571428571428572,0.02234636871508379,0.007404570407251374,1.0
0.9142857142857143,0.4134078212290503,0.8967190093195455,1.0
0.17142857142857143,0.5307262569832403,0.7846291331546023,1.0
0.8571428571428572,0.17318435754189948,0.08310991957104558,0.0
0.45714285714285713,0.7318435754189945,0.8356951359632324,1.0
0.2857142857142857,0.6592178770949721,0.7972679688497383,1.0
0.7857142857142857,0.4916201117318436,0.7939486786671773,1.0
0.9714285714285714,0.5642458100558659,0.9587642027320311,0.0
0.21428571428571427,0.9832402234636871,0.9632324779777862,0.0
0.3857142857142857,0.07262569832402234,0.12000510660028085,1.0
0.7428571428571429,0.5754189944134078,0.5619813609089748,1.0
0.3142857142857143,0.46927374301675984,0.36154729988510154,0.0
0.19999999999999998,0.22346368715083803,0.3667815651729861,1.0
0.6,0.6145251396648045,0.8549725520234903,0.0
0.8428571428571429,0.1564245810055866,0.5857270522149878,1.0
0.6714285714285715,0.3296089385474861,0.37329248053108643,1.0
0.8142857142857143,0.3910614525139665,0.4700625558534406,1.0
0.32857142857142857,0.1564245810055866,0.18894421039193157,0.0
0.11428571428571427,0.6592178770949721,0.04544874249968084,0.0
0.7714285714285715,0.28491620111731847,0.23056300268096516,1.0
0.35714285714285715,0.9050279329608938,0.47529682114132515,0.0
0.42857142857142855,0.3798882681564246,0.5197242435848334,1.0
0.39999999999999997,0.8826815642458101,0.9960423847823311,0.0
0.9142857142857143,0.05586592178770951,0.8438656964126132,0.0
0.7000000000000001,0.558659217877095,0.21447721179624665,0.0
0.7571428571428571,0.9553072625698323,0.8317375207455636,1.0
0.42857142857142855,0.36312849162011174,0.2267330524703179,0.0
0.6857142857142857,0.11731843575418995,0.8871441337929273,1.0
0.6142857142857143,0.8715083798882682,0.4991701774543598,0.0
0.0,0.10614525139664806,0.28979956593897616,1.0
1.0,0.7597765363128492,0.08336524958508873,0.0
0.4714285714285714,0.8491620111731844,0.18639091025150006,1.0
0.07142857142857142,0.5307262569832403,0.19379548065875143,1.0
0.39999999999999997,0.4022346368715084,0.2084769564662326,0.0
0.9714285714285714,0.8770949720670391,0.25456402400102135,0.0
0.2571428571428571,0.24022346368715086,0.13111196221115792,1.0
0.6,0.34078212290502796,0.8972296693476318,1.0
0.09999999999999999,0.782122905027933,0.8965913443125239,1.0
0.6,0.36312849162011174,0.7702029873611642,1.0
0.39999999999999997,0.2458100558659218,0.7624154219328482,0.0
0.9428571428571428,0.6815642458100559,0.1083875909613175,1.0
0.9285714285714286,0.9832402234636871,0.3612919698710584,0.0
0.6857142857142857,0.4134078212290503,0.5568747606281118,1.0
0.8142857142857143,0.8603351955307263,0.17030511936678155,0.0
0.028571428571428574,0.2905027932960894,0.5263628239499553,0.0
0.9285714285714286,0.6033519553072626,0.8844631686454743,1.0
0.8,0.12849162011173182,0.772373292480531,1.0
0.22857142857142856,0.027932960893854733,0.9702540533639729,1.0
0.24285714285714283,0.7709497206703911,0.9339971913698455,0.0
0.014285714285714285,0.2011173184357542,0.9362951614962338,1.0
0.17142857142857143,0.4134078212290503,0.01302183071620069,0.0
0.35714285714285715,0.8435754189944135,0.8143750797906293,0.0
0.6714285714285715,0.335195530726257,0.7694369973190348,1.0
0.14285714285714285,0.22346368715083803,0.05974722328609727,0.0
0.5857142857142857,0.35195530726256985,0.12945231711987742,0.0
0.3,0.2122905027932961,0.8059491893272054,1.0
0.8,0.5754189944134078,0.6841567726286224,1.0
0.8857142857142858,0.8770949720670391,0.691178348014809,0.0
0.9142857142857143,0.21787709497206703,0.7993106089620834,0.0
0.17142857142857143,0.670391061452514,0.07251372398825481,0.0
0.9857142857142858,0.6033519553072626,0.6720285969615728,0.0
0.07142857142857142,0.21787709497206703,0.8295672156261968,0.0
0.9285714285714286,0.13407821229050282,0.2343929528916124,0.0
0.19999999999999998,0.7988826815642458,0.5744925315970892,0.0
0.9285714285714286,0.6480446927374302,0.8911017490105961,0.0
0.6571428571428571,0.9664804469273743,0.6459849355291714,1.0
0.35714285714285715,0.4078212290502794,0.38197370100855355,0.0
0.1857142857142857,0.8715083798882682,0.7016468785905783,1.0
0.9142857142857143,0.3575418994413408,0.13200561726030893,1.0
0.8142857142857143,0.6033519553072626,0.8993999744669986,0.0
0.2857142857142857,0.888268156424581,0.08693986978169284,1.0
0.8571428571428572,0.22905027932960897,0.9338695263628239,1.0
0.14285714285714285,0.3798882681564246,0.925698965913443,0.0
0.2714285714285714,0.4860335195530726,0.271798799948934,1.0
0.7714285714285715,0.8324022346368716,0.17285841950721306,0.0
0.11428571428571427,0.7206703910614526,0.16238988893144388,0.0
0.5714285714285715,0.43575418994413406,0.9539129324652112,0.0
0.8142857142857143,0.2905027932960894,0.7536065364483595,0.0
0.8571428571428572,0.8770949720670391,0.7250095748755265,1.0
0.44285714285714284,0.44692737430167595,0.9883824843610366,0.0
0.6428571428571429,0.9608938547486033,0.001276650070215754,0.0
0.3857142857142857,0.9217877094972068,0.5312140942167751,0.0
0.5428571428571429,0.8156424581005587,0.08247159453593769,1.0
0.8571428571428572,0.44134078212290506,0.814758074811694,0.0
0.5285714285714286,0.24022346368715086,0.685816417719903,1.0
0.4714285714285714,0.3910614525139665,0.9896591344312523,0.0
0.6,0.24022346368715086,0.535171709434444,0.0
0.34285714285714286,0.7597765363128492,0.41133665262351593,1.0
0.7285714285714286,0.22346368715083803,0.24715945359376992,1.0
0.24285714285714283,0.7094972067039107,0.3429082088599515,0.0
0.11428571428571427,0.19553072625698326,0.49853185241925185,0.0
0.8,0.335195530726257,0.002297970126388358,0.0
0.6285714285714286,0.5865921787709497,0.6860717477339461,0.0
0.7142857142857143,0.43575418994413406,0.8471849865951742,1.0
0.8,0.5307262569832403,0.984041874122303,0.0
0.39999999999999997,0.3910614525139665,0.24001021320056173,0.0
0.7000000000000001,0.7318435754189945,0.42972041363462277,0.0
0.34285714285714286,0.893854748603352,0.8319928507596067,1.0
0.7714285714285715,0.3575418994413408,0.493680582152432,0.0
0.42857142857142855,0.111731843575419,0.9555725775564917,0.0
0.14285714285714285,0.9217877094972068,0.9227626707519468,0.0
0.6,0.2793296089385475,0.1954551257500319,1.0
0.24285714285714283,0.9385474860335196,0.3471211540916635,0.0
0.11428571428571427,0.02234636871508379,0.3741861355802375,1.0
0.07142857142857142,0.7877094972067039,0.038171837099451045,0.0
0.3857142857142857,0.4189944134078213,0.7597344567853951,1.0
0.04285714285714286,0.0,0.6412613302693732,1.0
0.9571428571428572,0.1452513966480447,0.971403038427167,0.0
0.8142857142857143,0.6815642458100559,0.16507085407889696,1.0
0.9428571428571428,0.26256983240223464,0.11400485127026683,1.0
0.44285714285714284,0.335195530726257,0.36244095493425255,1.0
0.9142857142857143,0.050279329608938536,0.3803140559172731,1.0
0.12857142857142856,0.38547486033519557,0.8262479254436359,0.0
0.9142857142857143,0.8826815642458101,0.5936422826503255,0.0
0.028571428571428574,0.6089385474860336,0.9508489722966934,1.0
0.44285714285714284,0.6592178770949721,0.07085407889697433,0.0
0.7571428571428571,0.899441340782123,0.7908847184986595,0.0
0.8,0.9329608938547486,0.07851397931826885,0.0
0.4714285714285714,0.10055865921787709,0.9867228392697561,1.0
0.07142857142857142,0.6536312849162011,0.5930039576152176,0.0
0.0857142857142857,0.1899441340782123,0.18792289033575896,1.0
0.5428571428571429,0.8379888268156425,0.5876420273203115,0.0
0.6142857142857143,0.2681564245810056,0.22622239244223158,1.0
0.6571428571428571,0.1452513966480447,0.9194433805693859,1.0
0.9285714285714286,0.9162011173184358,0.17553938465466615,0.0
0.6428571428571429,0.553072625698324,0.06344950848972296,1.0
0.6857142857142857,0.8268156424581006,0.550491510277033,1.0
0.6285714285714286,0.547486033519553,0.5434699348908464,0.0
0.05714285714285714,0.6368715083798883,0.4458062045193413,1.0
0.41428571428571426,0.6592178770949721,0.1820503000127665,0.0
0.6714285714285715,0.18435754189944137,0.9207200306396016,0.0
0.22857142857142856,0.02234636871508379,0.1570279586365377,0.0
0.22857142857142856,0.5810055865921788,0.13238861228137366,1.0
0.45714285714285713,0.45251396648044695,0.3600153198008426,0.0
0.12857142857142856,0.34078212290502796,0.6381973701008553,1.0
0.5142857142857143,0.2122905027932961,0.6286224945742371,1.0
0.44285714285714284,0.7150837988826816,0.30218307162006897,1.0
0.2714285714285714,0.16201117318435754,0.6254308693986977,1.0
0.1857142857142857,0.03910614525139665,0.28456530065109154,0.0
0.8,0.5921787709497207,0.17298608451423464,0.0
0.5571428571428572,0.6145251396648045,0.6961572832886506,1.0
0.39999999999999997,0.0,0.5705349163794203,1.0
0.45714285714285713,0.9832402234636871,0.24869143367802884,0.0
0.49999999999999994,0.9608938547486033,0.4243584833397166,0.0
0.42857142857142855,0.899441340782123,0.5812587769692327,1.0
0.5714285714285715,0.3128491620111732,0.5142346482829057,1.0
0.2857142857142857,0.893854748603352,0.3704838503766118,0.0
0.9571428571428572,0.26256983240223464,0.2534150389378272,1.0
0.9428571428571428,0.2458100558659218,0.6892633729094855,0.0
0.32857142857142857,0.9217877094972068,0.17758202476701135,1.0
0.6571428571428571,0.9329608938547486,0.5341503893782714,1.0
0.0,0.9385474860335196,0.8944210391931571,0.0
0.34285714285714286,0.3910614525139665,0.1902208604621473,1.0
0.9857142857142858,0.8268156424581006,0.28290565555981106,0.0
0.5857142857142857,0.7597765363128492,0.2735861100472361,0.0
0.5857142857142857,0.5921787709497207,0.6859440827269245,0.0
0.04285714285714286,0.4748603351955307,0.3032043916762416,0.0
0.028571428571428574,0.3296089385474861,0.14553810800459593,1.0
0.7857142857142857,0.7094972067039107,0.01200051066002809,0.0
0.07142857142857142,0.24022346368715086,0.25494701902208605,1.0
0.3,0.25139664804469275,0.22826503255457678,1.0
0.8571428571428572,0.5363128491620112,0.7842461381335375,0.0
0.8,0.6368715083798883,0.26579854461892,1.0
0.05714285714285714,0.10614525139664806,0.40993233754627856,0.0
0.8285714285714286,0.4189944134078213,0.9029745946636026,1.0
0.8714285714285714,0.776536312849162,0.03663985701519214,0.0
0.7428571428571429,0.03910614525139665,0.5451295799821269,0.0
0.07142857142857142,0.9944134078212291,0.8002042640112345,1.0
0.6285714285714286,1.0,0.9453593769947657,0.0
0.9714285714285714,0.5307262569832403,0.583556747095621,1.0
0.2714285714285714,0.09497206703910614,0.5709179114004851,0.0
0.34285714285714286,0.9162011173184358,0.95787054768288,1.0
0.6285714285714286,0.46927374301675984,0.3040980467253926,1.0
0.028571428571428574,0.30726256983240224,0.36882420528533133,0.0
0.05714285714285714,0.13407821229050282,0.9805949189327204,0.0
0.6714285714285715,0.1452513966480447,0.75284054640623,0.0
0.6714285714285715,0.7206703910614526,0.9614451678794842,1.0
0.3142857142857143,0.6368715083798883,0.5430869398697816,1.0
0.6714285714285715,0.4189944134078213,0.12881399208476957,0.0
0.9,0.6201117318435755,0.37890974084003576,0.0
0.014285714285714285,0.7709497206703911,0.42142218817822036,0.0
0.6714285714285715,0.3743016759776537,0.7708413123962722,1.0
0.6714285714285715,0.7318435754189945,0.04736371760500446,0.0
0.7142857142857143,0.35195530726256985,0.9255713009064215,0.0
0.8285714285714286,0.9106145251396648,0.5675986212179241,0.0
0.4857142857142857,0.5195530726256984,0.8419507213072897,1.0
0.24285714285714283,0.18435754189944137,0.7788842078386314,0.0
0.5428571428571429,0.7039106145251397,0.47580748116941146,1.0
0.1857142857142857,0.7709497206703911,0.19902974594663603,1.0
0.05714285714285714,0.8491620111731844,0.24345716839014428,1.0
0.05714285714285714,0.4078212290502794,0.45461509000383,0.0
0.7285714285714286,0.15083798882681565,0.9078258649304225,0.0
0.7571428571428571,0.22905027932960897,0.19851908591854972,1.0
0.4714285714285714,0.9553072625698323,0.5184475935146176,0.0
0.028571428571428574,0.8826815642458101,0.1613685688752713,1.0
0.49999999999999994,0.8324022346368716,0.8863781437507978,1.0
0.12857142857142856,0.005586592178770944,0.613941018766756,1.0
0.9857142857142858,0.7597765363128492,0.23643559300395758,0.0
0.8714285714285714,0.5363128491620112,0.24818077364994254,1.0
0.1857142857142857,0.7932960893854749,0.021192391165581515,0.0
0.9428571428571428,0.005586592178770944,0.7265415549597855,0.0
0.09999999999999999,0.7374301675977654,0.043406102387335624,0.0
0.39999999999999997,0.7318435754189945,0.1493680582152432,1.0
0.41428571428571426,0.44692737430167595,0.37520745563641006,0.0
0.9571428571428572,0.4078212290502794,0.3722711604749138,0.0
0.6428571428571429,0.3128491620111732,0.7284565300651091,1.0
0.8428571428571429,0.15083798882681565,0.7933103536320694,1.0
0.8571428571428572,0.033519553072625705,0.4228265032554577,0.0
0.7285714285714286,0.2793296089385475,0.7181156644963615,0.0
0.39999999999999997,0.36312849162011174,0.7412230307672667,0.0
0.8285714285714286,0.5921787709497207,0.7823311630282139,1.0
0.8142857142857143,0.7262569832402235,0.6550491510277032,1.0
0.09999999999999999,0.8268156424581006,0.950976637303715,0.0
0.17142857142857143,0.9497206703910616,0.8182050300012766,1.0
0.7000000000000001,0.9497206703910616,0.8439933614196349,1.0
0.8285714285714286,0.8100558659217878,0.9701263883569513,1.0
0.19999999999999998,0.5195530726256984,0.8142474147836077,1.0
0.9,0.20670391061452514,0.6487935656836461,0.0
0.2571428571428571,0.9608938547486033,0.35095110430231075,1.0
0.49999999999999994,0.26256983240223464,0.5626196859440827,1.0
0.9571428571428572,0.02234636871508379,0.4030384271671135,0.0
0.12857142857142856,0.07821229050279328,0.6932209881271543,0.0
0.0,0.05586592178770951,0.776586237712243,0.0
