CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,Customer_Lifetime_Value,Average_Monthly_Value,Tenure_Group,Charge_Per_Tenure_Month,Total_Charges_Per_Month
C00039,50,84,858,Month-to-month,Credit Card,No,0,0,4200,84,Loyal,1.68,17.16
C00040,26,151,1952,Two year,Electronic Check,No,0,0,3926,151,Established,5.8076923076923075,75.07692307692308
C00041,42,20,1950,Two year,Credit Card,Yes,1,0,840,20,Established,0.47619047619047616,46.42857142857143
C00042,7,148,2701,Two year,Credit Card,Yes,0,0,1036,148,New,21.142857142857142,385.85714285714283
C00043,63,89,6547,One year,Electronic Check,Yes,0,0,5607,89,Loyal,1.4126984126984128,103.92063492063492
C00044,42,123,3913,Month-to-month,Credit Card,No,1,0,5166,123,Established,2.9285714285714284,93.16666666666667
C00045,34,93,3344,Two year,Credit Card,Yes,0,0,3162,93,Established,2.735294117647059,98.3529411764706
C00046,32,170,4773,Two year,Credit Card,No,1,0,5440,170,Established,5.3125,149.15625
C00047,22,46,7555,Month-to-month,Bank Transfer,No,1,0,1012,46,Developing,2.090909090909091,343.40909090909093
C00048,37,162,3735,Month-to-month,Electronic Check,Yes,1,0,5994,162,Established,4.378378378378378,100.94594594594595
C00049,56,49,3376,Month-to-month,Bank Transfer,No,0,0,2744,49,Loyal,0.875,60.285714285714285
C00050,49,121,5161,One year,Bank Transfer,Yes,0,0,5929,121,Loyal,2.4693877551020407,105.3265306122449
C00051,71,172,416,Month-to-month,Electronic Check,No,1,0,12212,172,Loyal,2.4225352112676055,5.859154929577465
C00052,31,154,7537,Two year,Credit Card,Yes,1,0,4774,154,Established,4.967741935483871,243.1290322580645
C00053,53,48,1497,One year,Credit Card,No,0,0,2544,48,Loyal,0.9056603773584906,28.245283018867923
C00054,49,68,2615,Month-to-month,Bank Transfer,Yes,1,0,3332,68,Loyal,1.3877551020408163,53.36734693877551
C00055,9,157,7022,Month-to-month,Bank Transfer,No,0,1,1413,157,New,17.444444444444443,780.2222222222222
C00056,47,54,6827,Two year,Bank Transfer,Yes,0,0,2538,54,Established,1.148936170212766,145.25531914893617
C00057,58,121,3537,One year,Credit Card,No,1,0,7018,121,Loyal,2.086206896551724,60.98275862068966
C00058,59,72,7053,Month-to-month,Bank Transfer,Yes,0,0,4248,72,Loyal,1.2203389830508475,119.54237288135593
C00059,36,38,3792,One year,Bank Transfer,Yes,1,0,1368,38,Established,1.0555555555555556,105.33333333333333
C00060,26,182,7074,Month-to-month,Credit Card,No,0,0,4732,182,Established,7.0,272.0769230769231
C00061,23,187,5608,Month-to-month,Electronic Check,No,1,0,4301,187,Developing,8.130434782608695,243.82608695652175
C00062,10,195,4284,Two year,Electronic Check,No,0,1,1950,195,New,19.5,428.4
C00063,53,128,5803,One year,Bank Transfer,No,0,0,6784,128,Loyal,2.4150943396226414,109.49056603773585
C00064,25,176,4496,One year,Bank Transfer,No,1,0,4400,176,Established,7.04,179.84
C00065,65,180,4142,One year,Credit Card,Yes,0,0,11700,180,Loyal,2.769230769230769,63.723076923076924
C00066,3,140,2541,One year,Electronic Check,No,1,0,420,140,New,46.666666666666664,847.0
C00067,53,61,3631,One year,Bank Transfer,No,0,0,3233,61,Loyal,1.150943396226415,68.50943396226415
C00068,62,62,3016,Two year,Credit Card,Yes,0,0,3844,62,Loyal,1.0,48.645161290322584
C00069,2,102,1333,Two year,Credit Card,Yes,0,1,204,102,New,51.0,666.5
C00070,53,21,6828,One year,Credit Card,No,0,0,1113,21,Loyal,0.39622641509433965,128.83018867924528
C00071,69,153,1418,Month-to-month,Electronic Check,No,0,0,10557,153,Loyal,2.217391304347826,20.55072463768116
C00072,68,153,1930,One year,Electronic Check,Yes,0,0,10404,153,Loyal,2.25,28.38235294117647
C00073,13,125,3696,Two year,Credit Card,No,1,0,1625,125,Developing,9.615384615384615,284.3076923076923
C00074,2,152,2038,Month-to-month,Bank Transfer,No,0,1,304,152,New,76.0,1019.0
C00075,70,77,7593,Two year,Electronic Check,Yes,0,0,5390,77,Loyal,1.1,108.47142857142858
C00076,35,170,936,One year,Bank Transfer,Yes,0,0,5950,170,Established,4.857142857142857,26.742857142857144
C00077,4,43,7302,Month-to-month,Credit Card,Yes,0,1,172,43,New,10.75,1825.5
C00078,41,109,7937,Two year,Bank Transfer,Yes,1,0,4469,109,Established,2.658536585365854,193.58536585365854
C00079,8,95,3792,One year,Bank Transfer,Yes,1,0,760,95,New,11.875,474.0
C00080,47,138,6406,Two year,Credit Card,Yes,0,0,6486,138,Established,2.9361702127659575,136.29787234042553
C00081,35,139,5211,Two year,Bank Transfer,No,0,0,4865,139,Established,3.9714285714285715,148.88571428571427
C00082,30,162,3917,One year,Credit Card,No,0,0,4860,162,Established,5.4,130.56666666666666
C00083,27,142,1908,Two year,Bank Transfer,No,1,0,3834,142,Established,5.2592592592592595,70.66666666666667
C00084,50,141,4412,Month-to-month,Credit Card,No,0,0,7050,141,Loyal,2.82,88.24
C00085,51,136,4725,Two year,Bank Transfer,Yes,1,0,6936,136,Loyal,2.6666666666666665,92.6470588235294
C00086,63,29,7685,Two year,Credit Card,Yes,1,0,1827,29,Loyal,0.4603174603174603,121.98412698412699
C00087,43,103,2856,One year,Electronic Check,No,1,0,4429,103,Established,2.395348837209302,66.4186046511628
C00088,40,108,2650,One year,Electronic Check,No,1,0,4320,108,Established,2.7,66.25
C00089,41,177,4075,One year,Bank Transfer,Yes,0,0,7257,177,Established,4.317073170731708,99.39024390243902
C00090,21,126,7735,One year,Credit Card,Yes,0,0,2646,126,Developing,6.0,368.3333333333333
C00091,3,188,2422,Two year,Credit Card,No,1,0,564,188,New,62.666666666666664,807.3333333333334
C00092,42,122,1294,Two year,Bank Transfer,No,0,0,5124,122,Established,2.9047619047619047,30.80952380952381
C00093,18,29,7469,Month-to-month,Electronic Check,Yes,0,0,522,29,Developing,1.6111111111111112,414.94444444444446
C00094,55,193,4344,Two year,Bank Transfer,No,1,0,10615,193,Loyal,3.5090909090909093,78.98181818181818
C00095,21,140,3171,One year,Electronic Check,No,1,0,2940,140,Developing,6.666666666666667,151.0
C00096,20,150,1780,Month-to-month,Electronic Check,Yes,0,0,3000,150,Developing,7.5,89.0
C00097,15,40,510,Month-to-month,Bank Transfer,No,0,0,600,40,Developing,2.6666666666666665,34.0
C00098,42,172,1168,Month-to-month,Bank Transfer,No,1,0,7224,172,Established,4.095238095238095,27.80952380952381
C00099,10,143,3353,Two year,Electronic Check,No,1,1,1430,143,New,14.3,335.3
C00100,39,84,7566,One year,Electronic Check,No,1,0,3276,84,Established,2.1538461538461537,194.0
C00101,66,170,1059,Month-to-month,Electronic Check,No,1,0,11220,170,Loyal,2.5757575757575757,16.045454545454547
C00102,50,130,1087,One year,Electronic Check,Yes,1,0,6500,130,Loyal,2.6,21.74
C00103,44,78,6369,One year,Bank Transfer,Yes,1,0,3432,78,Established,1.7727272727272727,144.75
C00104,7,39,6651,One year,Electronic Check,Yes,1,0,273,39,New,5.571428571428571,950.1428571428571
C00105,3,115,5547,Two year,Bank Transfer,No,0,1,345,115,New,38.333333333333336,1849.0
C00106,21,75,7026,Two year,Bank Transfer,Yes,1,0,1575,75,Developing,3.5714285714285716,334.57142857142856
C00107,3,59,7111,Month-to-month,Credit Card,Yes,1,1,177,59,New,19.666666666666668,2370.3333333333335
C00108,18,56,7925,One year,Electronic Check,No,0,0,1008,56,Developing,3.111111111111111,440.27777777777777
C00109,48,152,4042,One year,Electronic Check,Yes,1,0,7296,152,Established,3.1666666666666665,84.20833333333333
C00110,32,24,2939,Two year,Electronic Check,Yes,1,0,768,24,Established,0.75,91.84375
C00111,41,88,3461,One year,Bank Transfer,Yes,1,0,3608,88,Established,2.1463414634146343,84.41463414634147
C00112,55,87,3353,Two year,Credit Card,No,1,0,4785,87,Loyal,1.5818181818181818,60.96363636363636
C00113,15,102,1746,Month-to-month,Credit Card,No,1,0,1530,102,Developing,6.8,116.4
C00114,31,111,2539,Month-to-month,Credit Card,No,0,0,3441,111,Established,3.5806451612903225,81.90322580645162
C00115,33,160,2315,One year,Bank Transfer,No,0,0,5280,160,Established,4.848484848484849,70.15151515151516
C00116,70,164,5320,One year,Credit Card,No,0,0,11480,164,Loyal,2.342857142857143,76.0
C00117,14,187,2225,Two year,Electronic Check,Yes,0,0,2618,187,Developing,13.357142857142858,158.92857142857142
C00118,35,98,4023,Two year,Bank Transfer,Yes,0,0,3430,98,Established,2.8,114.94285714285714
C00119,56,83,562,Month-to-month,Bank Transfer,Yes,0,0,4648,83,Loyal,1.4821428571428572,10.035714285714286
C00120,62,75,2451,One year,Credit Card,No,0,0,4650,75,Loyal,1.2096774193548387,39.53225806451613
C00121,30,107,6906,One year,Credit Card,Yes,1,0,3210,107,Established,3.566666666666667,230.2
C00122,15,147,2687,One year,Electronic Check,No,0,0,2205,147,Developing,9.8,179.13333333333333
C00123,41,114,2419,Two year,Bank Transfer,No,1,0,4674,114,Established,2.7804878048780486,59.0
C00124,27,50,2751,Two year,Electronic Check,Yes,1,0,1350,50,Established,1.8518518518518519,101.88888888888889
C00125,4,177,950,Month-to-month,Credit Card,Yes,0,1,708,177,New,44.25,237.5
C00126,62,183,7208,Two year,Electronic Check,Yes,1,0,11346,183,Loyal,2.9516129032258065,116.25806451612904
C00127,31,62,5887,One year,Bank Transfer,No,1,0,1922,62,Established,2.0,189.90322580645162
C00128,13,137,7128,One year,Bank Transfer,Yes,0,0,1781,137,Developing,10.538461538461538,548.3076923076923
C00129,20,179,2692,Month-to-month,Bank Transfer,Yes,1,0,3580,179,Developing,8.95,134.6
C00130,8,174,3979,Two year,Credit Card,Yes,0,1,1392,174,New,21.75,497.375
C00131,2,125,7858,Month-to-month,Electronic Check,No,1,1,250,125,New,62.5,3929.0
C00132,3,79,891,Month-to-month,Credit Card,No,1,1,237,79,New,26.333333333333332,297.0
C00133,48,92,5908,Two year,Bank Transfer,Yes,0,0,4416,92,Established,1.9166666666666667,123.08333333333333
C00134,15,28,6569,Month-to-month,Credit Card,No,1,0,420,28,Developing,1.8666666666666667,437.93333333333334
C00135,64,101,5706,Month-to-month,Bank Transfer,Yes,1,0,6464,101,Loyal,1.578125,89.15625
C00136,52,152,4318,Two year,Bank Transfer,Yes,0,0,7904,152,Loyal,2.923076923076923,83.03846153846153
C00137,10,134,4476,Month-to-month,Electronic Check,No,0,1,1340,134,New,13.4,447.6
C00138,30,188,4095,Two year,Electronic Check,Yes,0,0,5640,188,Established,6.266666666666667,136.5
C00139,27,67,3567,Month-to-month,Credit Card,Yes,1,0,1809,67,Established,2.4814814814814814,132.11111111111111
C00140,2,184,5021,One year,Electronic Check,Yes,1,1,368,184,New,92.0,2510.5
C00141,46,112,6817,Two year,Electronic Check,No,0,0,5152,112,Established,2.4347826086956523,148.19565217391303
C00142,11,115,1713,Two year,Bank Transfer,Yes,1,1,1265,115,New,10.454545454545455,155.72727272727272
C00143,64,167,3677,Month-to-month,Bank Transfer,No,0,0,10688,167,Loyal,2.609375,57.453125
C00144,65,47,5540,One year,Bank Transfer,Yes,1,0,3055,47,Loyal,0.7230769230769231,85.23076923076923
C00145,21,173,7651,Two year,Bank Transfer,Yes,0,0,3633,173,Developing,8.238095238095237,364.3333333333333
C00146,29,42,2058,One year,Credit Card,No,1,0,1218,42,Established,1.4482758620689655,70.96551724137932
C00147,6,133,7448,One year,Credit Card,No,0,1,798,133,New,22.166666666666668,1241.3333333333333
C00148,34,24,2004,Two year,Bank Transfer,Yes,1,0,816,24,Established,0.7058823529411765,58.94117647058823
C00149,20,114,1250,One year,Bank Transfer,Yes,0,0,2280,114,Developing,5.7,62.5
C00150,42,132,3139,Month-to-month,Electronic Check,No,0,0,5544,132,Established,3.142857142857143,74.73809523809524
C00151,5,105,5965,One year,Credit Card,No,0,1,525,105,New,21.0,1193.0
C00152,45,139,7654,Month-to-month,Credit Card,No,1,0,6255,139,Established,3.088888888888889,170.0888888888889
C00153,21,156,6366,Two year,Electronic Check,No,0,0,3276,156,Developing,7.428571428571429,303.14285714285717
C00154,37,158,3355,Two year,Electronic Check,No,0,0,5846,158,Established,4.27027027027027,90.67567567567568
C00155,68,40,5920,Month-to-month,Bank Transfer,Yes,1,0,2720,40,Loyal,0.5882352941176471,87.05882352941177
C00156,26,148,4601,One year,Bank Transfer,Yes,0,0,3848,148,Established,5.6923076923076925,176.96153846153845
C00157,26,78,5632,Two year,Electronic Check,Yes,1,0,2028,78,Established,3.0,216.6153846153846
C00158,1,86,7217,Two year,Bank Transfer,Yes,0,0,86,86,New,86.0,7217.0
C00159,47,182,3250,One year,Electronic Check,No,1,0,8554,182,Established,3.872340425531915,69.14893617021276
C00160,30,154,4096,One year,Bank Transfer,Yes,0,0,4620,154,Established,5.133333333333334,136.53333333333333
C00161,51,78,984,Month-to-month,Electronic Check,Yes,1,0,3978,78,Loyal,1.5294117647058822,19.294117647058822
C00162,13,90,347,One year,Electronic Check,Yes,0,0,1170,90,Developing,6.923076923076923,26.692307692307693
C00163,64,185,3916,One year,Credit Card,Yes,1,0,11840,185,Loyal,2.890625,61.1875
C00164,60,171,220,Month-to-month,Credit Card,No,1,0,10260,171,Loyal,2.85,3.6666666666666665
C00165,69,48,3419,One year,Bank Transfer,Yes,1,0,3312,48,Loyal,0.6956521739130435,49.55072463768116
C00166,40,105,791,One year,Credit Card,Yes,0,0,4200,105,Established,2.625,19.775
C00167,23,110,6723,Two year,Bank Transfer,Yes,1,0,2530,110,Developing,4.782608695652174,292.30434782608694
C00168,42,80,5832,One year,Electronic Check,No,1,0,3360,80,Established,1.9047619047619047,138.85714285714286
C00169,13,99,2938,Month-to-month,Credit Card,No,0,0,1287,99,Developing,7.615384615384615,226.0
C00170,24,84,6882,One year,Credit Card,Yes,0,0,2016,84,Developing,3.5,286.75
C00171,22,61,5363,Two year,Bank Transfer,Yes,1,0,1342,61,Developing,2.772727272727273,243.77272727272728
C00172,10,115,3717,One year,Electronic Check,Yes,0,1,1150,115,New,11.5,371.7
C00173,62,160,1811,Month-to-month,Credit Card,Yes,1,0,9920,160,Loyal,2.5806451612903225,29.20967741935484
C00174,5,145,1090,Month-to-month,Credit Card,No,1,1,725,145,New,29.0,218.0
C00175,20,76,6396,Two year,Credit Card,Yes,1,0,1520,76,Developing,3.8,319.8
C00176,68,67,1797,Two year,Electronic Check,No,1,0,4556,67,Loyal,0.9852941176470589,26.426470588235293
C00177,42,50,279,One year,Electronic Check,No,0,0,2100,50,Established,1.1904761904761905,6.642857142857143
C00178,3,180,3232,One year,Bank Transfer,No,0,0,540,180,New,60.0,1077.3333333333333
C00179,68,193,3285,One year,Credit Card,No,0,0,13124,193,Loyal,2.838235294117647,48.30882352941177
C00180,52,39,3233,Two year,Credit Card,Yes,1,0,2028,39,Loyal,0.75,62.17307692307692
C00181,4,135,4742,Month-to-month,Credit Card,No,1,1,540,135,New,33.75,1185.5
C00182,13,64,4297,Month-to-month,Bank Transfer,Yes,1,0,832,64,Developing,4.923076923076923,330.53846153846155
C00183,56,151,735,Two year,Credit Card,Yes,1,0,8456,151,Loyal,2.6964285714285716,13.125
C00184,61,29,2290,One year,Credit Card,Yes,0,0,1769,29,Loyal,0.47540983606557374,37.540983606557376
C00185,47,130,2289,Month-to-month,Bank Transfer,Yes,0,0,6110,130,Established,2.765957446808511,48.702127659574465
C00186,59,93,7342,Month-to-month,Bank Transfer,No,0,0,5487,93,Loyal,1.576271186440678,124.44067796610169
C00187,47,199,6905,Two year,Electronic Check,Yes,1,0,9353,199,Established,4.23404255319149,146.91489361702128
C00188,49,163,3776,One year,Bank Transfer,No,0,0,7987,163,Loyal,3.326530612244898,77.06122448979592
C00189,31,100,4971,One year,Electronic Check,Yes,0,0,3100,100,Established,3.225806451612903,160.3548387096774
C00190,52,185,7330,Two year,Credit Card,Yes,0,0,9620,185,Loyal,3.5576923076923075,140.96153846153845
C00191,46,51,466,One year,Bank Transfer,Yes,0,0,2346,51,Established,1.108695652173913,10.130434782608695
C00192,43,31,7992,Month-to-month,Credit Card,No,0,0,1333,31,Established,0.7209302325581395,185.86046511627907
C00193,65,158,3712,One year,Credit Card,No,0,0,10270,158,Loyal,2.4307692307692306,57.10769230769231
C00194,71,138,6231,Month-to-month,Electronic Check,No,0,0,9798,138,Loyal,1.943661971830986,87.7605633802817
C00195,27,121,4317,One year,Bank Transfer,No,0,0,3267,121,Established,4.481481481481482,159.88888888888889
C00196,30,133,3029,Month-to-month,Credit Card,Yes,1,0,3990,133,Established,4.433333333333334,100.96666666666667
C00197,37,152,2750,One year,Credit Card,No,0,0,5624,152,Established,4.108108108108108,74.32432432432432
C00198,37,34,6987,Month-to-month,Electronic Check,No,1,0,1258,34,Established,0.918918918918919,188.83783783783784
C00199,3,63,1535,Two year,Electronic Check,No,0,0,189,63,New,21.0,511.6666666666667
C00200,42,143,7310,One year,Electronic Check,Yes,0,0,6006,143,Established,3.4047619047619047,174.04761904761904
C00201,50,170,3185,Two year,Electronic Check,No,0,0,8500,170,Loyal,3.4,63.7
C00202,50,169,159,One year,Bank Transfer,No,0,0,8450,169,Loyal,3.38,3.18
C00203,29,189,5035,One year,Credit Card,Yes,1,0,5481,189,Established,6.517241379310345,173.6206896551724
C00204,15,55,5421,Two year,Credit Card,No,0,0,825,55,Developing,3.6666666666666665,361.4
C00205,69,40,3396,Month-to-month,Credit Card,Yes,0,0,2760,40,Loyal,0.5797101449275363,49.21739130434783
C00206,69,94,5765,Month-to-month,Electronic Check,Yes,0,0,6486,94,Loyal,1.3623188405797102,83.55072463768116
C00207,57,32,4351,One year,Bank Transfer,No,0,0,1824,32,Loyal,0.5614035087719298,76.33333333333333
C00208,70,171,4801,Month-to-month,Electronic Check,No,0,0,11970,171,Loyal,2.442857142857143,68.58571428571429
C00209,46,199,4023,Month-to-month,Electronic Check,Yes,0,0,9154,199,Established,4.326086956521739,87.45652173913044
C00210,65,82,7742,Two year,Credit Card,Yes,0,0,5330,82,Loyal,1.2615384615384615,119.1076923076923
C00211,65,113,2956,Month-to-month,Credit Card,Yes,0,0,7345,113,Loyal,1.7384615384615385,45.47692307692308
C00212,51,160,4278,Two year,Credit Card,No,1,0,8160,160,Loyal,3.1372549019607843,83.88235294117646
C00213,44,59,1893,Month-to-month,Credit Card,Yes,0,0,2596,59,Established,1.3409090909090908,43.02272727272727
C00214,7,142,3099,Month-to-month,Bank Transfer,No,1,1,994,142,New,20.285714285714285,442.7142857142857
C00215,59,29,1393,One year,Electronic Check,Yes,0,0,1711,29,Loyal,0.4915254237288136,23.610169491525422
C00216,8,102,2161,One year,Bank Transfer,Yes,1,0,816,102,New,12.75,270.125
C00217,10,152,5250,Month-to-month,Credit Card,Yes,1,1,1520,152,New,15.2,525.0
C00218,67,182,6193,Two year,Bank Transfer,Yes,0,0,12194,182,Loyal,2.716417910447761,92.43283582089552
C00219,45,177,3091,One year,Bank Transfer,No,0,0,7965,177,Established,3.933333333333333,68.68888888888888
C00220,33,198,2226,Two year,Bank Transfer,Yes,0,0,6534,198,Established,6.0,67.45454545454545
C00221,57,118,5412,Two year,Credit Card,No,1,0,6726,118,Loyal,2.0701754385964914,94.94736842105263
C00222,67,37,1247,Month-to-month,Credit Card,No,1,0,2479,37,Loyal,0.5522388059701493,18.611940298507463
C00223,31,70,1256,Month-to-month,Credit Card,No,0,0,2170,70,Established,2.2580645161290325,40.516129032258064
C00224,19,43,6118,One year,Electronic Check,Yes,0,0,817,43,Developing,2.263157894736842,322.0
C00225,40,156,7024,One year,Electronic Check,No,0,0,6240,156,Established,3.9,175.6
C00226,24,142,7012,One year,Credit Card,Yes,0,0,3408,142,Developing,5.916666666666667,292.1666666666667
C00227,57,123,5830,Month-to-month,Bank Transfer,Yes,0,0,7011,123,Loyal,2.1578947368421053,102.28070175438596
C00228,53,183,4023,Two year,Electronic Check,Yes,1,0,9699,183,Loyal,3.452830188679245,75.90566037735849
C00229,24,32,1635,One year,Bank Transfer,No,1,0,768,32,Developing,1.3333333333333333,68.125
C00230,32,149,5477,Two year,Bank Transfer,No,1,0,4768,149,Established,4.65625,171.15625
C00231,33,99,3225,One year,Credit Card,No,1,0,3267,99,Established,3.0,97.72727272727273
C00232,20,151,2681,One year,Credit Card,No,1,0,3020,151,Developing,7.55,134.05
C00233,12,52,7459,Two year,Electronic Check,No,0,0,624,52,New,4.333333333333333,621.5833333333334
C00234,61,24,217,One year,Electronic Check,No,1,0,1464,24,Loyal,0.39344262295081966,3.557377049180328
C00235,65,94,7183,One year,Bank Transfer,No,1,0,6110,94,Loyal,1.4461538461538461,110.50769230769231
C00236,13,115,6305,Two year,Credit Card,No,1,0,1495,115,Developing,8.846153846153847,485.0
C00237,61,51,810,One year,Bank Transfer,No,0,0,3111,51,Loyal,0.8360655737704918,13.278688524590164
C00238,33,151,6705,Month-to-month,Bank Transfer,No,1,0,4983,151,Established,4.575757575757576,203.1818181818182
C00239,21,138,6404,Two year,Credit Card,Yes,1,0,2898,138,Developing,6.571428571428571,304.95238095238096
C00240,56,108,6378,Two year,Bank Transfer,Yes,1,0,6048,108,Loyal,1.9285714285714286,113.89285714285714
C00241,69,121,7669,One year,Electronic Check,Yes,0,0,8349,121,Loyal,1.7536231884057971,111.14492753623189
C00242,16,196,7704,Two year,Electronic Check,No,0,0,3136,196,Developing,12.25,481.5
C00243,28,33,1099,Two year,Credit Card,No,1,0,924,33,Established,1.1785714285714286,39.25
C00244,53,123,4561,One year,Bank Transfer,Yes,1,0,6519,123,Loyal,2.3207547169811322,86.05660377358491
C00245,23,104,2991,Two year,Electronic Check,No,0,0,2392,104,Developing,4.521739130434782,130.04347826086956
C00246,15,60,3032,Month-to-month,Bank Transfer,No,1,0,900,60,Developing,4.0,202.13333333333333
C00247,43,130,6856,One year,Bank Transfer,No,0,0,5590,130,Established,3.0232558139534884,159.4418604651163
C00248,60,48,4747,One year,Bank Transfer,No,1,0,2880,48,Loyal,0.8,79.11666666666666
C00249,48,79,3083,One year,Bank Transfer,Yes,1,0,3792,79,Established,1.6458333333333333,64.22916666666667
C00250,58,90,3841,Two year,Electronic Check,No,1,0,5220,90,Loyal,1.5517241379310345,66.22413793103448
C00251,24,48,1639,Month-to-month,Electronic Check,Yes,0,0,1152,48,Developing,2.0,68.29166666666667
C00252,9,138,515,Two year,Credit Card,No,0,1,1242,138,New,15.333333333333334,57.22222222222222
C00253,55,71,1965,Two year,Credit Card,Yes,1,0,3905,71,Loyal,1.290909090909091,35.72727272727273
C00254,26,182,3882,Month-to-month,Electronic Check,Yes,0,0,4732,182,Established,7.0,149.30769230769232
C00255,31,88,4230,Two year,Electronic Check,No,1,0,2728,88,Established,2.838709677419355,136.4516129032258
C00256,29,178,7961,Two year,Electronic Check,Yes,0,0,5162,178,Established,6.137931034482759,274.51724137931035
C00257,65,30,6769,Month-to-month,Credit Card,No,0,0,1950,30,Loyal,0.46153846153846156,104.13846153846154
C00258,50,120,1839,Two year,Credit Card,Yes,0,0,6000,120,Loyal,2.4,36.78
C00259,54,191,6674,Two year,Credit Card,No,1,0,10314,191,Loyal,3.537037037037037,123.5925925925926
C00260,31,85,1935,One year,Electronic Check,Yes,0,0,2635,85,Established,2.7419354838709675,62.41935483870968
C00261,49,41,7108,Two year,Bank Transfer,Yes,1,0,2009,41,Loyal,0.8367346938775511,145.0612244897959
C00262,44,176,4069,Two year,Bank Transfer,No,0,0,7744,176,Established,4.0,92.47727272727273
C00263,1,39,2429,Month-to-month,Credit Card,Yes,1,1,39,39,New,39.0,2429.0
