Feature,F_Score,Selected
categorical__CustomerID_C00469,0.11705882352941178,False
categorical__CustomerID_C00468,0.11705882352941178,False
categorical__CustomerID_C00467,0.11705882352941178,False
categorical__CustomerID_C00466,0.11705882352941178,False
categorical__CustomerID_C00465,0.11705882352941178,False
categorical__CustomerID_C00013,0.11705882352941178,False
categorical__CustomerID_C00463,0.11705882352941178,False
categorical__CustomerID_C00462,0.11705882352941178,False
categorical__CustomerID_C00460,0.11705882352941178,False
categorical__CustomerID_C00459,0.11705882352941178,False
categorical__CustomerID_C00015,0.11705882352941178,False
categorical__CustomerID_C00457,0.11705882352941178,False
categorical__CustomerID_C00017,0.11705882352941178,False
categorical__CustomerID_C00477,0.11705882352941178,False
categorical__CustomerID_C00478,0.11705882352941178,False
categorical__CustomerID_C00479,0.11705882352941178,False
categorical__CustomerID_C00498,0.11705882352941178,False
categorical__CustomerID_C00001,0.11705882352941178,False
categorical__CustomerID_C00003,0.11705882352941178,False
categorical__CustomerID_C00004,0.11705882352941178,False
categorical__CustomerID_C00005,0.11705882352941178,False
categorical__CustomerID_C00006,0.11705882352941178,False
categorical__CustomerID_C00007,0.11705882352941178,False
categorical__CustomerID_C00008,0.11705882352941178,False
categorical__CustomerID_C00009,0.11705882352941178,False
categorical__CustomerID_C00497,0.11705882352941178,False
categorical__CustomerID_C00482,0.11705882352941178,False
categorical__CustomerID_C00495,0.11705882352941178,False
categorical__CustomerID_C00494,0.11705882352941178,False
categorical__CustomerID_C00493,0.11705882352941178,False
categorical__CustomerID_C00491,0.11705882352941178,False
categorical__CustomerID_C00490,0.11705882352941178,False
categorical__CustomerID_C00486,0.11705882352941178,False
categorical__CustomerID_C00485,0.11705882352941178,False
categorical__CustomerID_C00484,0.11705882352941178,False
categorical__CustomerID_C00453,0.11705882352941178,False
categorical__CustomerID_C00452,0.11705882352941178,False
categorical__CustomerID_C00451,0.11705882352941178,False
categorical__CustomerID_C00417,0.11705882352941178,False
categorical__CustomerID_C00425,0.11705882352941178,False
categorical__CustomerID_C00021,0.11705882352941178,False
categorical__CustomerID_C00423,0.11705882352941178,False
categorical__CustomerID_C00422,0.11705882352941178,False
categorical__CustomerID_C00421,0.11705882352941178,False
categorical__CustomerID_C00420,0.11705882352941178,False
categorical__CustomerID_C00419,0.11705882352941178,False
categorical__CustomerID_C00418,0.11705882352941178,False
categorical__CustomerID_C00416,0.11705882352941178,False
categorical__CustomerID_C00427,0.11705882352941178,False
categorical__CustomerID_C00414,0.11705882352941178,False
categorical__CustomerID_C00413,0.11705882352941178,False
categorical__CustomerID_C00412,0.11705882352941178,False
categorical__CustomerID_C00411,0.11705882352941178,False
categorical__CustomerID_C00410,0.11705882352941178,False
categorical__CustomerID_C00408,0.11705882352941178,False
categorical__CustomerID_C00407,0.11705882352941178,False
categorical__CustomerID_C00405,0.11705882352941178,False
categorical__CustomerID_C00426,0.11705882352941178,False
categorical__CustomerID_C00020,0.11705882352941178,False
categorical__CustomerID_C00450,0.11705882352941178,False
categorical__CustomerID_C00441,0.11705882352941178,False
categorical__CustomerID_C00449,0.11705882352941178,False
categorical__CustomerID_C00448,0.11705882352941178,False
categorical__CustomerID_C00447,0.11705882352941178,False
categorical__CustomerID_C00446,0.11705882352941178,False
categorical__CustomerID_C00445,0.11705882352941178,False
categorical__CustomerID_C00444,0.11705882352941178,False
categorical__CustomerID_C00443,0.11705882352941178,False
categorical__CustomerID_C00442,0.11705882352941178,False
categorical__CustomerID_C00440,0.11705882352941178,False
categorical__CustomerID_C00429,0.11705882352941178,False
categorical__CustomerID_C00439,0.11705882352941178,False
categorical__CustomerID_C00438,0.11705882352941178,False
categorical__CustomerID_C00437,0.11705882352941178,False
categorical__CustomerID_C00436,0.11705882352941178,False
categorical__CustomerID_C00018,0.11705882352941178,False
categorical__CustomerID_C00434,0.11705882352941178,False
categorical__CustomerID_C00433,0.11705882352941178,False
categorical__CustomerID_C00431,0.11705882352941178,False
categorical__CustomerID_C00067,0.11705882352941178,False
categorical__CustomerID_C00287,0.11705882352941178,False
categorical__CustomerID_C00285,0.11705882352941178,False
categorical__CustomerID_C00121,0.11705882352941178,False
categorical__CustomerID_C00144,0.11705882352941178,False
categorical__CustomerID_C00143,0.11705882352941178,False
categorical__CustomerID_C00046,0.11705882352941178,False
categorical__CustomerID_C00141,0.11705882352941178,False
categorical__CustomerID_C00047,0.11705882352941178,False
categorical__CustomerID_C00138,0.11705882352941178,False
categorical__CustomerID_C00049,0.11705882352941178,False
categorical__CustomerID_C00136,0.11705882352941178,False
categorical__CustomerID_C00135,0.11705882352941178,False
categorical__CustomerID_C00134,0.11705882352941178,False
categorical__CustomerID_C00133,0.11705882352941178,False
categorical__CustomerID_C00050,0.11705882352941178,False
categorical__CustomerID_C00129,0.11705882352941178,False
categorical__CustomerID_C00128,0.11705882352941178,False
categorical__CustomerID_C00127,0.11705882352941178,False
categorical__CustomerID_C00126,0.11705882352941178,False
categorical__CustomerID_C00051,0.11705882352941178,False
categorical__CustomerID_C00124,0.11705882352941178,False
categorical__CustomerID_C00123,0.11705882352941178,False
categorical__CustomerID_C00145,0.11705882352941178,False
categorical__CustomerID_C00146,0.11705882352941178,False
categorical__CustomerID_C00045,0.11705882352941178,False
categorical__CustomerID_C00160,0.11705882352941178,False
categorical__CustomerID_C00168,0.11705882352941178,False
categorical__CustomerID_C00167,0.11705882352941178,False
categorical__CustomerID_C00166,0.11705882352941178,False
categorical__CustomerID_C00165,0.11705882352941178,False
categorical__CustomerID_C00164,0.11705882352941178,False
categorical__CustomerID_C00163,0.11705882352941178,False
categorical__CustomerID_C00162,0.11705882352941178,False
categorical__CustomerID_C00161,0.11705882352941178,False
categorical__CustomerID_C00159,0.11705882352941178,False
categorical__CustomerID_C00148,0.11705882352941178,False
categorical__CustomerID_C00158,0.11705882352941178,False
categorical__CustomerID_C00157,0.11705882352941178,False
categorical__CustomerID_C00155,0.11705882352941178,False
categorical__CustomerID_C00154,0.11705882352941178,False
categorical__CustomerID_C00153,0.11705882352941178,False
categorical__CustomerID_C00044,0.11705882352941178,False
categorical__CustomerID_C00150,0.11705882352941178,False
categorical__CustomerID_C00149,0.11705882352941178,False
categorical__CustomerID_C00122,0.11705882352941178,False
categorical__CustomerID_C00120,0.11705882352941178,False
categorical__CustomerID_C00170,0.11705882352941178,False
categorical__CustomerID_C00117,0.11705882352941178,False
categorical__CustomerID_C00087,0.11705882352941178,False
categorical__CustomerID_C00086,0.11705882352941178,False
categorical__CustomerID_C00085,0.11705882352941178,False
categorical__CustomerID_C00084,0.11705882352941178,False
categorical__CustomerID_C00083,0.11705882352941178,False
categorical__CustomerID_C00082,0.11705882352941178,False
categorical__CustomerID_C00080,0.11705882352941178,False
categorical__CustomerID_C00079,0.11705882352941178,False
categorical__CustomerID_C00078,0.11705882352941178,False
categorical__CustomerID_C00061,0.11705882352941178,False
categorical__CustomerID_C00076,0.11705882352941178,False
categorical__CustomerID_C00075,0.11705882352941178,False
categorical__CustomerID_C00063,0.11705882352941178,False
categorical__CustomerID_C00073,0.11705882352941178,False
categorical__CustomerID_C00072,0.11705882352941178,False
categorical__CustomerID_C00071,0.11705882352941178,False
categorical__CustomerID_C00070,0.11705882352941178,False
categorical__CustomerID_C00064,0.11705882352941178,False
categorical__CustomerID_C00068,0.11705882352941178,False
categorical__CustomerID_C00088,0.11705882352941178,False
categorical__CustomerID_C00089,0.11705882352941178,False
categorical__CustomerID_C00091,0.11705882352941178,False
categorical__CustomerID_C00052,0.11705882352941178,False
categorical__CustomerID_C00116,0.11705882352941178,False
categorical__CustomerID_C00114,0.11705882352941178,False
categorical__CustomerID_C00113,0.11705882352941178,False
categorical__CustomerID_C00111,0.11705882352941178,False
categorical__CustomerID_C00110,0.11705882352941178,False
categorical__CustomerID_C00109,0.11705882352941178,False
categorical__CustomerID_C00108,0.11705882352941178,False
categorical__CustomerID_C00106,0.11705882352941178,False
categorical__CustomerID_C00104,0.11705882352941178,False
categorical__CustomerID_C00092,0.11705882352941178,False
categorical__CustomerID_C00103,0.11705882352941178,False
categorical__CustomerID_C00101,0.11705882352941178,False
categorical__CustomerID_C00100,0.11705882352941178,False
categorical__CustomerID_C00057,0.11705882352941178,False
categorical__CustomerID_C00096,0.11705882352941178,False
categorical__CustomerID_C00095,0.11705882352941178,False
categorical__CustomerID_C00094,0.11705882352941178,False
categorical__CustomerID_C00093,0.11705882352941178,False
categorical__CustomerID_C00284,0.11705882352941178,False
categorical__CustomerID_C00169,0.11705882352941178,False
categorical__CustomerID_C00173,0.11705882352941178,False
categorical__CustomerID_C00231,0.11705882352941178,False
categorical__CustomerID_C00255,0.11705882352941178,False
categorical__CustomerID_C00254,0.11705882352941178,False
categorical__CustomerID_C00038,0.11705882352941178,False
categorical__CustomerID_C00040,0.11705882352941178,False
categorical__CustomerID_C00251,0.11705882352941178,False
categorical__CustomerID_C00250,0.11705882352941178,False
categorical__CustomerID_C00249,0.11705882352941178,False
categorical__CustomerID_C00248,0.11705882352941178,False
categorical__CustomerID_C00247,0.11705882352941178,False
categorical__CustomerID_C00246,0.11705882352941178,False
categorical__CustomerID_C00245,0.11705882352941178,False
categorical__CustomerID_C00243,0.11705882352941178,False
categorical__CustomerID_C00242,0.11705882352941178,False
categorical__CustomerID_C00240,0.11705882352941178,False
categorical__CustomerID_C00238,0.11705882352941178,False
categorical__CustomerID_C00237,0.11705882352941178,False
categorical__CustomerID_C00236,0.11705882352941178,False
categorical__CustomerID_C00235,0.11705882352941178,False
categorical__CustomerID_C00234,0.11705882352941178,False
categorical__CustomerID_C00256,0.11705882352941178,False
categorical__CustomerID_C00257,0.11705882352941178,False
categorical__CustomerID_C00258,0.11705882352941178,False
categorical__CustomerID_C00272,0.11705882352941178,False
categorical__CustomerID_C00036,0.11705882352941178,False
categorical__CustomerID_C00280,0.11705882352941178,False
categorical__CustomerID_C00279,0.11705882352941178,False
categorical__CustomerID_C00278,0.11705882352941178,False
categorical__CustomerID_C00277,0.11705882352941178,False
categorical__CustomerID_C00276,0.11705882352941178,False
categorical__CustomerID_C00275,0.11705882352941178,False
categorical__CustomerID_C00274,0.11705882352941178,False
categorical__CustomerID_C00269,0.11705882352941178,False
categorical__CustomerID_C00259,0.11705882352941178,False
categorical__CustomerID_C00268,0.11705882352941178,False
categorical__CustomerID_C00267,0.11705882352941178,False
categorical__CustomerID_C00266,0.11705882352941178,False
categorical__CustomerID_C00265,0.11705882352941178,False
categorical__CustomerID_C00037,0.11705882352941178,False
categorical__CustomerID_C00262,0.11705882352941178,False
categorical__CustomerID_C00261,0.11705882352941178,False
categorical__CustomerID_C00260,0.11705882352941178,False
categorical__CustomerID_C00043,0.11705882352941178,False
categorical__CustomerID_C00233,0.11705882352941178,False
categorical__CustomerID_C00230,0.11705882352941178,False
categorical__CustomerID_C00201,0.11705882352941178,False
categorical__CustomerID_C00198,0.11705882352941178,False
categorical__CustomerID_C00197,0.11705882352941178,False
categorical__CustomerID_C00196,0.11705882352941178,False
categorical__CustomerID_C00195,0.11705882352941178,False
categorical__CustomerID_C00193,0.11705882352941178,False
categorical__CustomerID_C00192,0.11705882352941178,False
categorical__CustomerID_C00190,0.11705882352941178,False
categorical__CustomerID_C00189,0.11705882352941178,False
categorical__CustomerID_C00188,0.11705882352941178,False
categorical__CustomerID_C00187,0.11705882352941178,False
categorical__CustomerID_C00184,0.11705882352941178,False
categorical__CustomerID_C00183,0.11705882352941178,False
categorical__CustomerID_C00182,0.11705882352941178,False
categorical__CustomerID_C00042,0.11705882352941178,False
categorical__CustomerID_C00180,0.11705882352941178,False
categorical__CustomerID_C00179,0.11705882352941178,False
categorical__CustomerID_C00178,0.11705882352941178,False
categorical__CustomerID_C00177,0.11705882352941178,False
categorical__CustomerID_C00176,0.11705882352941178,False
categorical__CustomerID_C00229,0.11705882352941178,False
categorical__CustomerID_C00200,0.11705882352941178,False
categorical__CustomerID_C00202,0.11705882352941178,False
categorical__CustomerID_C00219,0.11705882352941178,False
categorical__CustomerID_C00227,0.11705882352941178,False
categorical__CustomerID_C00226,0.11705882352941178,False
categorical__CustomerID_C00225,0.11705882352941178,False
categorical__CustomerID_C00224,0.11705882352941178,False
categorical__CustomerID_C00223,0.11705882352941178,False
categorical__CustomerID_C00222,0.11705882352941178,False
categorical__CustomerID_C00221,0.11705882352941178,False
categorical__CustomerID_C00203,0.11705882352941178,False
categorical__CustomerID_C00220,0.11705882352941178,False
categorical__CustomerID_C00041,0.11705882352941178,False
categorical__CustomerID_C00211,0.11705882352941178,False
categorical__CustomerID_C00210,0.11705882352941178,False
categorical__CustomerID_C00209,0.11705882352941178,False
categorical__CustomerID_C00208,0.11705882352941178,False
categorical__CustomerID_C00207,0.11705882352941178,False
categorical__CustomerID_C00206,0.11705882352941178,False
categorical__CustomerID_C00205,0.11705882352941178,False
categorical__CustomerID_C00204,0.11705882352941178,False
categorical__CustomerID_C00253,0.11705882352941178,False
numeric__TotalCharges,0.10206487705897285,False
categorical__PaperlessBilling_No,0.02350527756688435,False
categorical__PaperlessBilling_Yes,0.02350527756688435,False
