Feature,Importance
categorical__CustomerID_C00289,4.722945555632466e-05
categorical__CustomerID_C00345,4.660870267348711e-05
categorical__CustomerID_C00259,4.505120181624045e-05
categorical__CustomerID_C00093,4.4985125091760765e-05
categorical__CustomerID_C00230,4.4744606262684136e-05
categorical__CustomerID_C00436,4.4583110906235296e-05
categorical__CustomerID_C00258,4.377565225106329e-05
categorical__CustomerID_C00067,4.285883368941271e-05
categorical__CustomerID_C00255,4.260179461798577e-05
categorical__CustomerID_C00044,4.237091394578373e-05
categorical__CustomerID_C00094,4.1040910359434226e-05
categorical__CustomerID_C00167,4.092347231273689e-05
categorical__CustomerID_C00246,4.0202305684355506e-05
categorical__CustomerID_C00015,3.915305781555369e-05
categorical__CustomerID_C00184,3.9105057438818275e-05
categorical__CustomerID_C00431,3.8695360481071156e-05
categorical__CustomerID_C00221,3.805304405538126e-05
categorical__CustomerID_C00308,3.786278312172787e-05
categorical__CustomerID_C00070,3.709428378171335e-05
categorical__CustomerID_C00154,3.685951077532435e-05
categorical__CustomerID_C00189,3.6203636682003226e-05
categorical__CustomerID_C00195,3.60814607822365e-05
categorical__CustomerID_C00136,3.57460435814399e-05
categorical__CustomerID_C00298,3.56777124627374e-05
categorical__CustomerID_C00265,3.444384676029982e-05
categorical__CustomerID_C00275,3.4098824120543466e-05
categorical__CustomerID_C00037,3.388812983726979e-05
categorical__CustomerID_C00318,3.3879193534720936e-05
categorical__CustomerID_C00202,3.360972085966083e-05
categorical__CustomerID_C00020,3.2830454154615725e-05
categorical__CustomerID_C00495,3.239284700869955e-05
categorical__CustomerID_C00327,3.1797030434580075e-05
categorical__CustomerID_C00315,3.178433810809446e-05
categorical__CustomerID_C00399,3.1348386545248865e-05
categorical__CustomerID_C00292,3.060320478547783e-05
categorical__CustomerID_C00403,3.0499753124848852e-05
categorical__CustomerID_C00209,2.9570582427718528e-05
categorical__CustomerID_C00033,2.8818437441859097e-05
categorical__CustomerID_C00329,2.833250511868669e-05
categorical__CustomerID_C00029,2.6892905966350045e-05
categorical__CustomerID_C00440,2.6833694556550734e-05
categorical__CustomerID_C00100,2.583413387180703e-05
categorical__CustomerID_C00166,2.5643342613608208e-05
categorical__CustomerID_C00314,2.5324054000602594e-05
categorical__CustomerID_C00413,2.5063986298209788e-05
categorical__CustomerID_C00335,2.4894794664426713e-05
categorical__CustomerID_C00047,2.437387598676226e-05
categorical__CustomerID_C00367,2.366473845225921e-05
categorical__CustomerID_C00437,2.364606946589233e-05
categorical__CustomerID_C00404,2.15007947705711e-05
categorical__CustomerID_C00441,2.1278959512139907e-05
categorical__CustomerID_C00101,2.104768845967225e-05
categorical__CustomerID_C00386,2.0599472575857228e-05
categorical__CustomerID_C00426,2.0378855316380358e-05
categorical__CustomerID_C00180,1.9636968548750404e-05
categorical__CustomerID_C00344,1.9092112007398944e-05
categorical__CustomerID_C00138,1.9065956942657217e-05
categorical__CustomerID_C00331,1.8431073876617653e-05
categorical__CustomerID_C00253,1.84285183725534e-05
categorical__CustomerID_C00303,1.7944458125017803e-05
categorical__CustomerID_C00302,1.742189016229246e-05
categorical__CustomerID_C00418,1.681121725624592e-05
categorical__CustomerID_C00210,1.6521279407877518e-05
categorical__CustomerID_C00092,1.622188075578996e-05
categorical__CustomerID_C00106,1.5774766110818547e-05
categorical__CustomerID_C00398,1.5663057567371035e-05
categorical__CustomerID_C00088,1.5657147051360844e-05
categorical__CustomerID_C00022,1.5536299062391843e-05
categorical__CustomerID_C00250,1.534895045957332e-05
categorical__CustomerID_C00141,1.5289180484670963e-05
categorical__CustomerID_C00071,1.5141984978904025e-05
categorical__CustomerID_C00149,1.4832800425762813e-05
categorical__CustomerID_C00004,1.3488893461170452e-05
categorical__CustomerID_C00050,1.3211515428790016e-05
categorical__CustomerID_C00478,1.2642117638652038e-05
categorical__CustomerID_C00146,1.1877611238549541e-05
categorical__CustomerID_C00325,1.1655326539155976e-05
categorical__CustomerID_C00445,1.1523372984825288e-05
categorical__CustomerID_C00371,1.0883101819838962e-05
categorical__CustomerID_C00182,1.0202434960293059e-05
categorical__CustomerID_C00165,1.0200559087668703e-05
categorical__CustomerID_C00365,1.0196889144377513e-05
categorical__CustomerID_C00310,9.864102119770946e-06
categorical__CustomerID_C00023,9.608048332737498e-06
categorical__CustomerID_C00225,9.420457715287263e-06
categorical__CustomerID_C00114,8.989333233685402e-06
categorical__CustomerID_C00005,8.91488085793989e-06
categorical__CustomerID_C00063,8.904580183755532e-06
categorical__CustomerID_C00205,8.818016445213883e-06
categorical__CustomerID_C00190,8.764509841693624e-06
categorical__CustomerID_C00411,8.095653398693063e-06
categorical__CustomerID_C00240,7.437876088154259e-06
categorical__CustomerID_C00280,6.923019807304401e-06
categorical__CustomerID_C00395,6.919124243748713e-06
categorical__CustomerID_C00463,6.116596318035525e-06
categorical__CustomerID_C00472,6.033889075551824e-06
categorical__CustomerID_C00127,5.36990675948939e-06
categorical__CustomerID_C00417,5.333629996298771e-06
categorical__CustomerID_C00296,4.363886035845195e-06
categorical__CustomerID_C00176,4.071976524453796e-06
categorical__CustomerID_C00449,3.592933843591959e-06
categorical__CustomerID_C00169,3.4115395123314114e-06
categorical__CustomerID_C00161,3.3863023146732893e-06
categorical__CustomerID_C00494,3.204540843276735e-06
categorical__CustomerID_C00111,3.067848587291839e-06
categorical__CustomerID_C00305,3.0582583853709036e-06
categorical__CustomerID_C00200,2.9515935125164064e-06
categorical__CustomerID_C00427,2.8475970348780874e-06
categorical__CustomerID_C00087,2.784300771439601e-06
categorical__CustomerID_C00096,2.6205183731196288e-06
categorical__CustomerID_C00231,2.533428999336388e-06
categorical__CustomerID_C00330,2.1733382112701546e-06
categorical__CustomerID_C00261,1.9212699996984073e-06
categorical__CustomerID_C00466,1.8927012223353586e-06
categorical__CustomerID_C00126,1.5195115190225173e-06
categorical__CustomerID_C00355,1.4024415396775405e-06
categorical__CustomerID_C00027,1.334094934856014e-06
categorical__CustomerID_C00312,1.2592167362836297e-06
categorical__CustomerID_C00370,1.1974665030129214e-06
categorical__CustomerID_C00148,1.1393931804262626e-06
categorical__CustomerID_C00057,9.96896838197543e-07
categorical__CustomerID_C00419,8.582534584638601e-07
categorical__CustomerID_C00392,8.374796448551691e-07
categorical__CustomerID_C00323,8.025539911705731e-07
categorical__CustomerID_C00197,6.678178574494827e-07
categorical__CustomerID_C00357,5.030990043195457e-07
categorical__CustomerID_C00084,4.970484720586101e-07
categorical__CustomerID_C00448,4.5419899794323995e-07
categorical__CustomerID_C00135,2.026729669008149e-07
categorical__CustomerID_C00208,1.992335336534399e-07
categorical__CustomerID_C00072,7.866165025177941e-08
categorical__CustomerID_C00237,2.9502015784859647e-08
categorical__CustomerID_C00438,0.0
categorical__CustomerID_C00490,0.0
categorical__CustomerID_C00462,0.0
categorical__CustomerID_C00442,0.0
categorical__CustomerID_C00443,0.0
categorical__CustomerID_C00444,0.0
categorical__CustomerID_C00484,0.0
categorical__CustomerID_C00460,0.0
categorical__CustomerID_C00003,0.0
categorical__CustomerID_C00429,0.0
categorical__CustomerID_C00485,0.0
categorical__CustomerID_C00476,0.0
categorical__CustomerID_C00457,0.0
categorical__CustomerID_C00011,0.0
categorical__CustomerID_C00469,0.0
categorical__CustomerID_C00007,0.0
categorical__CustomerID_C00479,0.0
categorical__CustomerID_C00468,0.0
categorical__CustomerID_C00453,0.0
categorical__CustomerID_C00412,0.0
categorical__CustomerID_C00421,0.0
categorical__CustomerID_C00451,0.0
categorical__CustomerID_C00467,0.0
categorical__CustomerID_C00425,0.0
categorical__CustomerID_C00028,0.0
categorical__CustomerID_C00400,0.0
categorical__CustomerID_C00384,0.0
categorical__CustomerID_C00103,0.0
categorical__CustomerID_C00109,0.0
categorical__CustomerID_C00110,0.0
categorical__CustomerID_C00120,0.0
categorical__CustomerID_C00121,0.0
categorical__CustomerID_C00123,0.0
categorical__CustomerID_C00133,0.0
categorical__CustomerID_C00144,0.0
categorical__CustomerID_C00150,0.0
categorical__CustomerID_C00153,0.0
categorical__CustomerID_C00155,0.0
categorical__CustomerID_C00157,0.0
categorical__CustomerID_C00159,0.0
categorical__CustomerID_C00160,0.0
categorical__CustomerID_C00163,0.0
categorical__CustomerID_C00173,0.0
categorical__CustomerID_C00177,0.0
categorical__CustomerID_C00179,0.0
categorical__CustomerID_C00183,0.0
categorical__CustomerID_C00095,0.0
categorical__CustomerID_C00089,0.0
categorical__CustomerID_C00085,0.0
categorical__CustomerID_C00046,0.0
categorical__CustomerID_C00031,0.0
categorical__CustomerID_C00034,0.0
categorical__CustomerID_C00035,0.0
categorical__CustomerID_C00038,0.0
categorical__CustomerID_C00040,0.0
categorical__CustomerID_C00041,0.0
categorical__CustomerID_C00043,0.0
categorical__CustomerID_C00045,0.0
categorical__CustomerID_C00049,0.0
categorical__CustomerID_C00083,0.0
categorical__CustomerID_C00051,0.0
categorical__CustomerID_C00052,0.0
categorical__CustomerID_C00064,0.0
categorical__CustomerID_C00068,0.0
categorical__CustomerID_C00075,0.0
categorical__CustomerID_C00076,0.0
categorical__CustomerID_C00078,0.0
categorical__CustomerID_C00082,0.0
categorical__CustomerID_C00188,0.0
categorical__CustomerID_C00193,0.0
categorical__CustomerID_C00203,0.0
categorical__CustomerID_C00359,0.0
categorical__CustomerID_C00322,0.0
categorical__CustomerID_C00332,0.0
categorical__CustomerID_C00339,0.0
categorical__CustomerID_C00341,0.0
categorical__CustomerID_C00347,0.0
categorical__CustomerID_C00350,0.0
categorical__CustomerID_C00013,0.0
categorical__CustomerID_C00358,0.0
categorical__CustomerID_C00360,0.0
categorical__CustomerID_C00316,0.0
categorical__CustomerID_C00361,0.0
categorical__CustomerID_C00363,0.0
categorical__CustomerID_C00369,0.0
categorical__CustomerID_C00374,0.0
categorical__CustomerID_C00376,0.0
categorical__CustomerID_C00378,0.0
categorical__CustomerID_C00379,0.0
categorical__CustomerID_C00380,0.0
categorical__CustomerID_C00321,0.0
categorical__CustomerID_C00313,0.0
categorical__CustomerID_C00206,0.0
categorical__CustomerID_C00249,0.0
categorical__CustomerID_C00207,0.0
categorical__CustomerID_C00211,0.0
categorical__CustomerID_C00219,0.0
categorical__CustomerID_C00220,0.0
categorical__CustomerID_C00227,0.0
categorical__CustomerID_C00234,0.0
categorical__CustomerID_C00235,0.0
categorical__CustomerID_C00248,0.0
categorical__CustomerID_C00256,0.0
categorical__CustomerID_C00291,0.0
categorical__CustomerID_C00260,0.0
categorical__CustomerID_C00262,0.0
categorical__CustomerID_C00272,0.0
categorical__CustomerID_C00276,0.0
categorical__CustomerID_C00277,0.0
categorical__CustomerID_C00279,0.0
categorical__CustomerID_C00018,0.0
categorical__CustomerID_C00286,0.0
categorical__CustomerID_C00268,0.0
